"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","parameter_name","pvalue"
"02e7074t1i74b77","MGI:2679719","Armc7","C57BL","Early adult","IMPC_CSD_079_001","Aggression",0.1263357
"02eq7c0e94lbhni","MGI:1914961","Nsmce1","C57BL","Early adult","IMPC_GRS_008_001","Forelimb grip strength measurement mean",0.3549134
"02ffzi86yyuxzu0","MGI:2684940","Gm94","C57BL","Early adult","JAX_PLC_004_001","Glucose",0.88684
"02filgo8rm1aa04","MGI:2684931","Tbc1d31","C57BL","Early adult","JAX_HBD_001_001","Total holepokes",0.6539849
"02g0y61i02pr5dc","MGI:2154240","Plxnb3","C57BL","Early adult","CCP_XRY_063_001","Cervical processes",0.2204584
"02g369527kq80jo","mgi:1341881","Syngr3","C57BL","Late adult","IMPC_EYE_056_001","Mean left eye lens density",0.9840191
"02gx0puj5doxb58","MGI:1921501","Ankrd9","C57BL","Early adult","UCD_OWT_008_001","Liver weight",0.1650094
"02j647v9011oic6","MGI:1931028","Recql4","C57BL","Early adult","IMPC_XRY_033_001","Tibia length",0.0931531
"02jn0kp0s66m8yf","MGI:2444156","Rccd1","C57BL","Early adult","IMPC_EYE_016_001","Lens",0.1134463
"02jtp74km218n18","MGI:1859214","Pmm2","C57BL","E12.5","IMPC_ABR_010_001","24kHz-evoked ABR Threshold",0.6878784
"02l2ci4k48wgc96","MGI:2147134","Fbxo11","C57BL","Early adult","IMPC_EYE_023_001","Optic Disc",0.5189348
"02l6kp17zz2804r","MGI:98495","Tbx3","C57BL","Early adult","IMPC_OFD_017_001","Center average speed",0.6072875
"02lgbg623h3826w","MGI:1919618","Borcs8","C57BL","E18.5","IMPC_CSD_027_001","Ears",0.4629901
"02mur7hh7380931","MGI:2385295","Sez6l2","C57BL","Early adult","IMPC_CBC_021_001","Lipase",0.4644697
"02nvy950t5261kq","MGI:2159324","Cln6","C57BL","Early adult","IMPC_EYE_016_001","Lens",0.6511375
"02oh6xoyiv70y7u","MGI:1859638","Pqbp1","C57BL","E9.5","M-G-P_020_001_001","Body Weight",0.3074365
"02p9is1882i358g","MGI:103227","Cmah","C57BL","Early adult","impc_geo_011_001","Blood Vessel Morphology",0.3507281
"02pqq6y2629vky8","MGI:1915087","Tiprl","C57BL","Early adult","IMPC_CBC_021_001","Lipase",0.1037936
"02qmv1so41r21y0","MGI:1921398","Cluh","C57BL","Early adult","IMPC_EYE_083_001","Vitreous",0.2108089
"02r91lq5o8864h2","MGI:2182543","Grhl2","C57BL","Early adult","IMPC_GEO_067_001","Syndactyly",0.752749
"02sc8b16214ima3","MGI:1931028","Recql4","C57BL","Early adult","IMPC_CBC_001_001","Sodium",0.5939351
"02v5x0t9264zpsv","MGI:1916625","Btbd9","C57BL","Early adult","IMPC_CBC_012_001","Aspartate aminotransferase",0.3299209
"02vb325ux47jnp3","MGI:2443664","Rreb1","C57BL","Early adult","ESLIM_021_001_004","Free fatty acids",0.5707125
"02w44ku0w48hb46","MGI:2685084","C2cd4c","C57BL","Early adult","GMC_923_001_001","Body weight",0.7394735
"02w93cjld824bd4","MGI:1918529","Slc29a3","C57BL","Early adult","IMPC_EYE_024_001","Retinal Blood Vessels",0.5332493
"02wiuci29404qtn","MGI:96412","Ide","129SV","Early adult","IMPC_CBC_003_001","Chloride",0.4722357
"02x4qtlc4oqsz3l","MGI:1859214","Pmm2","C57BL","Early adult","impc_grs_008_001","Forelimb grip strength measurement mean",0.2132288
"02x6wfg6h6te23m","MGI:1347249","Psg16","C57BL","Early adult","IMPC_CSD_039_001","Limb grasp",0.2751105
"02x986b2ucua0wx","MGI:2147679","Patl1","C57BL","E12.5","JAX_HBD_001_001","Total holepokes",0.241322
"02ye665i51v67x4","MGI:96194","Hoxc12","C57BL","early adult","IMPC_ABR_008_001","18kHz-evoked ABR Threshold",0.9080566
"03007iq4nr620h0","MGI:2148802","Sec16b","C57BL","Early adult","IMPC_GRS_010_001","Forelimb grip strength normalised against body weight",0.8214075
"03021p1l8ze71x4","MGI:1858419","Bysl","C57BL","Early adult","ESLIM_005_001_701","BMC/Body weight",0.07341436
"030663rqm1z8960","MGI:2182543","Grhl2","C57BL","E9.5","IMPC_HEM_005_001","Mean cell volume",0.9553101
"03068h1sbpxhsk6","MGI:107566","Kifap3","C54BL","early adult","JAX_LDT_002_001","Light side time spent",0.1024195
"030n9ep9j3x9tez","MGI:95514","Fes","C57BL","Early adult","IMPC_CBC_004_001","Urea (Blood Urea Nitrogen - BUN)",0.7837566
"030pz47rozos6mi","mgi:1919095","Erich3","C57BL","Early adult","IMPC_HEM_007_001","Mean cell hemoglobin concentration",0.6886774
"0311c80a3wv44l8","MGI:1923356","Kdm3b","C57BL","E18.5","IMPC_EYE_092_001","Retina (combined)",0.5481317
"0311z46x5j56uy5","MGI:2138334","Dgkd","C57BL","Early adult","IMPC_ABR_008_001","18kHz-evoked ABR Threshold",0.9025157
"031525ycdbj090x","MGI:1933155","Arl4d","C57BL","Early adult","IMPC_GEP_005_002","Responsive to tactile stimuli",0.6331946
"031c846ne9f970r","MGI:2676312","Abca12","C57BL","Early adult","IMPC_GEL_028_001","Forebrain",0.1259664
"032cbpb2f21v81k","MGI:1859214","Pmm2","C57BL","E9.5","IMPC_GRS_011_001","Forelimb and hindlimb grip strength normalised against body weight",0.07981332
"032d0lz1e085j59","MGI:107794","Zfp69","C57BL","Early adult","IMPC_EYE_056_001","Mean left eye lens density",4.096018e-05
"032ew5x78e7g667","MGI:103227","Cmah","C57BL","Early adult","CCP_LDT_006_001","Latency to first transition into light",0.4696928
"032mbp930d6p02i","MGI:1926187","Avl9","C57BL","Early adult","IMPC_DXA_007_001","BMC/Body weight",0.568819
"032pwzyy69ah860","MGI:2148802","Sec16b","C57BL","Early adult","IMPC_CSD_024_001","Vibrissae - appearance",0.9838308
"032w8z285z756b9","MGI:1928271","Malrd1","C57BL","Early adult","IMPC_ACS_037_001","% Pre-pulse inhibition - Global",0.5762626
"0330ov25k09y622","MGI:1858419","Bysl","C57BL","Early adult","CCP_XRY_060_001","Transitional vertebrae",0.08638339
"033343nmilsog0x","MGI:1931028","Recql4","C57BL","E9.5","IMPC_EYE_016_001","Lens",0.1895706
"033a969j265kdzk","MGI:1918248","Phf6","C57BL","Early adult","JAX_OFD_022_001","Percentage center time",0.5551762
"033e2a21jrpz8v3","MGI:2142651","Prmt9","C57BL","Early adult","IMPC_OFD_020_001","Distance travelled - total",0.6240987
"033m2d71k269gs0","MGI:1341881","Syngr3","C57BL","Early adult","IMPC_CSD_051_001","Hindlimb nail - number",0.1657355
"033u83jyvpmd06u","MGI:1929492","Atl2","C57BL","Early adult","M-G-P_005_001_006","Body Length",0.2310524
"033va0ft8p528ah","MGI:107794","Zfp69","C57BL","Early adult","IMPC_GEO_047_002","Microphthalmia",0.4918968
"034dou5v88aa18k","MGI:1891427","Fgf23","C57BL","Early adult","IMPC_GRS_009_001","Forelimb and hindlimb grip strength measurement mean",0.8365287
"034n4u9k8hqos86","MGI:96193","Hoxc11","C57BL","Early adult","IMPC_ACS_036_001","% Pre-pulse inhibition - PPI4",0.5326697
"034nd94uq3358t6","MGI:2448562","Adnp2","C57BL","Middle aged adult","JAX_OFD_016_001","Center permanence time",0.8534958
"034o9633291ht4w","MGI:1915956","Rgp1","C57BL","E9.5","IMPC_ECH_005_001","Fractional Shortening",0.4995726
"03507k8352998qn","MGI:2182543","Grhl2","C57BL","E15.5","IMPC_CBC_017_001","Triglycerides",0.7388521
"035dz5t4810737h","MGI:2679719","Armc7","C57BL","Early adult","IMPC_HEM_027_001","Red blood cell distribution width",0.1188936
"035j899jdk1jn23","MGI:107566","Kifap3","C57BL","Early adult","IMPC_HEM_003_001","Hemoglobin",0.7758928
"035vr51gr9sqe11","MGI:1353657","Fgd3","C57BL","Early adult","CCP_LDT_005_001","Time mobile dark side",0.3481129
"0362453m17ns15l","MGI:1933155","Arl4d","129SV","Early adult","ESLIM_011_001_705","Global prepulse inhibition",0.8718194
"03661aogr03c519","MGI:98495","Tbx3","C57BL","E9.5","IMPC_GEO_065_001","Limb morphology",0.9712771
"036ig577x3o2019","MGI:1341881","Syngr3","C57BL","Late adult","M-G-P_025_001_015","Alkaline phosphatase",0.3051683
"036w4u5e4dz0510","MGI:2675296","Crebzf","C57BL","Early adult","IMPC_CBC_021_001","Lipase",0.245992
"0371m3qnr0t9cc0","MGI:2443235","Rimbp2","C57BL","Early adult","IMPC_DXA_002_001","Fat mass",0.7984029
"0377o3ms4ne267b","MGI:2388267","Bicdl2","C57BL","Early adult","JAX_LDT_004_001","Dark side time spent",0.4693833
"037mdre3cesl0pi","MGI:103556","Cxcl12","C57BL","E12.5","ESLIM_011_001_705","Global prepulse inhibition",0.9948036
"038r88i0mz54531","MGI:1931028","Recql4","C57BL","Early adult","JAX_OFD_012_001","Periphery permanence time",0.5915241
"0391gm258lq6x6n","MGI:1915814","Nufip2","C57BL","E18.5","IMPC_GEP_030_002","Edema",0.5750184
"03939448n5h82j9","MGI:103556","Cxcl12","C57BL","Early adult","M-G-P_005_001_001","Weight",0.8060359
"0398n407gi95xo0","MGI:1098779","Cdk2ap2","C57BL","Early adult","IMPC_GEO_063_001","Craniofacial morphology",0.4119525
"039c26662wj4x39","MGI:96412","Ide","129SV","Early adult","IMPC_GEO_063_001","Craniofacial morphology",0.571973
"039r7v2a772ahk1","MGI:2142651","Prmt9","C57BL","Early adult","JAX_HBD_001_001","Total holepokes",0.06615589
"039t76u26v6i026","MGI:96546","Il1r2","C57BL","Early adult","IMPC_DXA_009_001","Fat/Body weight",0.7478381
"03a0q6ges62f6x5","MGI:1918248","Phf6","C57BL","Early adult","ESLIM_013_001_005","Left retina structure",0.193313
"03atz53iyk03dd1","MGI:1918529","Slc29a3","C57BL","Early adult","IMPC_CBC_021_001","Lipase",0.386584
"03c20ur6mqu9m87","MGI:1915814","Nufip2","C57BL","E18.5","IMPC_ABR_008_001","18kHz-evoked ABR Threshold",0.4127126
"03c6tkjzax31gdn","MGI:1858696","Copg1","C57BL","Early adult","IMPC_CSD_012_001","Coat - hair distribution - head",0.07711753
"03c815yjqz1vwr3","MGI:1859607","Praf2","C57BL","Early adult","IMPC_CSD_030_001","Tremor",0.7113709
"03e1vek0f81hc09","MGI:1919618","Borcs8","C57BL","Early adult","IMPC_ABR_010_001","24kHz-evoked ABR Threshold",0.6629519
"03e37l1y71g6fq8","MGI:96546","Il1r2","C57BL","Early adult","IMPC_CBC_012_001","Aspartate aminotransferase",0.05133725
"03e7r9093e70086","MGI:1298378","Dhcr7","C57BL","Early adult","IMPC_DXA_002_001","Fat mass",0.4867682
"03e8654f3199yhl","MGI:2684940","Gm94","C57BL","Early adult","UCD_OWT_003_001","Spleen weight",0.1839371
"03ebs0287c5fk7m","mgi:1921703","Cfap53","C57BL","Early adult","M-G-P_007_001_003","Whole Arena - resting time",0.9658157
"03ef2v7l347ud18","MGI:105089","Hsd17b4","C50BL","Early adult","ESLIM_011_001_009","PP3 + pulse startle magnitude",0.668803
"03ek6url0e94idt","MGI:102657","Cdc34","C57BL","E18.5","IMPC_OFD_011_001","Periphery resting time",0.7291018
"03fm4c1gnfu19oy","MGI:1923356","Kdm3b","C57BL","E18.5","CCP_XRY_060_001","Transitional vertebrae",0.112419
"03g4c20d5g7ox85","MGI:2148802","Sec16b","C57BL","Early adult","IMPC_GEP_005_002","Responsive to tactile stimuli",0.5934594
"03i422qjge31iqw","MGI:2147134","Fbxo11","C57BL","Early adult","M-G-P_007_001_007","Periphery - resting time",0.9315148
"03iyh3ps9x2n5ty","MGI:1925212","Scaf8","C57BL","E18.5","IMPC_GEL_061_001","Optic vesicle morphology",0.7901415
"03j5laj1ag4y6hl","MGI:1921398","Cluh","C57BL","Early adult","JAX_LDT_002_001","Light side time spent",0.5578771
"03l1332ud521g1p","MGI:1341881","Syngr3","C57BL","Early adult","IMPC_OFD_007_001","Whole arena resting time",0.05785728
"03nm06061j59s98","MGI:1919762","Sting1","C57BL","Early adult","IMPC_OFD_009_001","Whole arena average speed",0.7648875
"03o529hb4h3685j","MGI:96412","Ide","C57BL","Early adult","JAX_OFD_016_001","Center permanence time",0.2149715
"03q64e82an43ow4","MGI:1859214","Pmm2","C57BL","Early adult","IMPC_OFD_007_001","Whole arena resting time",0.8438269
"03q82k9lmotrm60","MGI:2147679","Patl1","C57BL","E18.5","IMPC_CBC_006_001","Total protein",0.5409381
"03q9f5b37082l53","MGI:1918529","Slc29a3","C57BL","Early adult","IMPC_EYE_083_001","Vitreous",0.4164112
"03r9a1271a38k6b","MGI:1915087","Tiprl","C57BL","Early adult","M-G-P_007_001_003","Whole Arena - resting time",0.2635762
"03s56eefyvja0f6","MGI:1916690","Dennd6b","C57BL","Early adult","ESLIM_008_001_008","Locomotor activity",0.3871866
"03sr266zm1181mp","MGI:97312","Nfkb1","129SV","Early adult","IMPC_GEP_011_002","Hemorrhage",0.3832559
"03t0234r7dgjeuw","MGI:95514","Fes","C57BL","Early adult","ESLIM_011_001_009","PP3 + pulse startle magnitude",0.8944138
"03t87nj1x44o78g","MGI:1914162","Bzw2","C57BL","Early adult","IMPC_GEL_060_001","Neural tube morphology",0.1451728
"03um36sw62x0p7c","MGI:1919762","Sting1","C57BL","Early adult","IMPC_IMM_057_001","NK Subsets (Q4)",0.3750645
"03xkl177m762ssx","MGI:96194","Hoxc12","C57BL","Early adult","M-G-P_025_001_015","Alkaline phosphatase",0.5779437
"03xrpf0v4tg84rg","MGI:1918234","4931406C07Rik","C57BL","Early adult","ESLIM_016_001_005","Mean cell volume",0.7734254
"03y3ai5gn7a77rn","MGI:1921783","Gzf1","C57BL","Early adult","IMPC_GPO_002_001","Placenta Morphology",0.08776018
"03yn3x853mt6ef3","MGI:2147679","Patl1","C57BL","E18.5","IMPC_GEP_034_001","Skin Appearance",0.818705
"03yp395g81202bi","MGI:102657","Cdc34","C57BL","E18.5","IMPC_DXA_002_001","Fat mass",0.6208353
"04037lofx6ij130","MGI:1341881","Syngr3","C57BL","Early adult","IMPC_CSD_014_001","Coat - hair texture / appearance - back",0.9193548
"040732fs6a62971","MGI:2448562","Adnp2","C57BL","Late adult","M-G-P_004_001_001","Body Weight",0.5412277
"040c7mvdrh6h436","MGI:105089","Hsd17b4","C57BL","Late adult","IMPC_EYE_017_001","Lens Opacity",0.404785
"040f0ao0510s3ry","MGI:1923356","Kdm3b","C57BL","Early adult","BCMLA_EYE_068_001","Left total retinal thickness",0.2209302
"0410h98c5t1v7a9","MGI:95514","Fes","C57BL","Early adult","IMPC_GEP_030_002","Edema",0.5742503
"0414zkqp121074b","MGI:1859638","Pqbp1","C57BL","E9.5","IMPC_FEA_003_001","Conditioning Baseline % Freezing Time",0.9221949
"041677p3op74knq","MGI:107794","Zfp69","C57BL","Early adult","BCMLA_EYE_068_001","Left total retinal thickness",0.696059
"0419gxciicghn79","MGI:1916690","Dennd6b","C57BL","Early adult","ESLIM_016_001_005","Mean cell volume",0.05808013
"041jn25059fnya7","MGI:2444156","Rccd1","C57BL","Early adult","IMPC_CBC_021_001","Lipase",0.122056
"041pa313th5r7f9","MGI:1918529","Slc29a3","C57BL","Early adult","IMPC_EYE_016_001","Lens",0.1007234
"041pu86b00yiiy0","MGI:1353657","Fgd3","C57BL","Early adult","IMPC_IPG_012_001","Area under glucose response curve",0.05636935
"042123js3gs4n95","MGI:1195272","Eda","C57BL","Early adult","IMPC_XRY_033_001","Tibia length",0.5782896
"042fm5d009h3x43","MGI:2385295","Sez6l2","C57BL","Early adult","IMPC_CBC_012_001","Aspartate aminotransferase",0.2369812
"042grm2u6866yl1","MGI:1928271","Malrd1","C57BL","Early adult","IMPC_FEA_015_001","Cue Baseline % Freezing Time",0.5557325
"042s1g41a7r9yfd","MGI:103556","Cxcl12","C57BL","Early adult","ESLIM_008_001_001","Body position",0.1035081
"042shchk6c8fr12","MGI:2387464","Pank3","C57BL","Early adult","IMPC_OFD_017_001","Center average speed",4.908491e-06
"042x21qxox4f4k2","MGI:1341881","Syngr3","C57BL","Middle aged adult","IMPC_HEM_003_001","Hemoglobin",0.2723506
"042xgjhax920x55","MGI:105089","Hsd17b4","C57BL","E18.5","MGP_CSD_023_001","Dorsal coat/hair appearance",0.5043943
"0439s32783m4r10","MGI:1933155","Arl4d","C57BL","Early adult","IMPC_GEP_034_001","Skin Appearance",0.2533224
"043ao9597if4h87","MGI:1924170","Arrdc5","C57BL","Early adult","ESLIM_011_001_010","PP4 + pulse startle magnitude",0.1935878
"043fnm126cm92yn","MGI:102793","Fstl1","C57BL","Early adult","IMPC_GEL_061_001","Optic vesicle morphology",0.7186232
"04430962lhhlf59","MGI:1858696","Copg1","C57BL","Early adult","ESLIM_013_001_009","Right retina structure",0.6316736
"0443u1d2e5x9x53","MGI:105089","Hsd17b4","C57BL","Early adult","M-G-P_025_001_023","HDL-cholesterol",0.09901577
"044762eooa6fa7k","MGI:105080","Tgoln1","C57BL","Early adult","IMPC_ECH_005_001","Fractional Shortening",0.1277694
"044br3lk7tc3gux","MGI:1915956","Rgp1","C57BL","Early adult","IMPC_GEL_061_001","Optic vesicle morphology",0.0873008
"044d8pr9159nc2l","MGI:1917212","Mettl18","C57BL","Early adult","IMPC_GEP_005_002","Responsive to tactile stimuli",0.4962493
"044nn89xix5yl2v","MGI:1341881","Syngr3","C57BL","Late adult","ESLIM_008_001_022","Vocalisation",0.3983258
"044pi4sm27d955i","MGI:1194883","Crx","C57BL","Early adult","IMPC_CBC_054_001","Magnesium",0.1127827
"044pu6790mb20i8","MGI:105089","Hsd17b4","C57BL","Late adult","IMPC_ECH_005_001","Fractional Shortening",0.5016582
"044rmo0rpji8dok","MGI:2442920","Rab11fip4","C57BL","Early adult","HRWL_OWT_001_001","Spleen weight",0.7686842
"0451a57o127o691","mgi:1915814","Nufip2","C57BL","E9.5","M-G-P_006_001_017","Shape of ribs",0.2827867
"04541zsh6vt9zn3","MGI:1919618","Borcs8","C57BL","Early adult","IMPC_CSD_032_001","Locomotor activity",0.2321196
"045gr969ugg95i7","MGI:1918248","Phf6","C57BL","Early adult","IMPC_GEP_030_002","Edema",0.5866536
"046j43kn30e91ug","MGI:1098779","Cdk2ap2","C57BL","Early adult","IMPC_HEM_019_001","Mean platelet volume",0.7605259
"046k9f3s3hlgw72","MGI:97312","Nfkb1","C57BL","Early adult","IMPC_ECH_004_001","Ejection Fraction",0.7110475
"046z0i70az8t137","MGI:1913521","Tmem126a","C57BL","Early adult","IMPC_DXA_005_001","Bone Mineral Content (excluding skull)",0.8478299
"04705a461gx9c94","MGI:1916625","Btbd9","C57BL","Early adult","IMPC_HEM_008_001","Platelet count",0.3289072
"0470b2r4w557yi6","MGI:1341881","Syngr3","C57BL","Late adult","JAX_LDT_004_001","Dark side time spent",0.9652907
"0471fmj75j9px1l","MGI:1924170","Arrdc5","C57BL","Early adult","IMPC_CBC_011_001","Iron",0.3358291
"0472jo5l98xhjs3","MGI:1347249","Psg16","C57BL","Early adult","IMPC_CBC_020_001","Fructosamine",0.8090501
"04744692up70ep9","MGI:1919762","Sting1","C57BL","Early adult","IMPC_EYE_010_001","Iris/Pupil",0.9346231
"0477tt19oi25cas","MGI:1923356","Kdm3b","C57BL","Early adult","IMPC_GEO_067_001","Syndactyly",0.05207006
"04794kiw3e2bt5m","MGI:1928271","Malrd1","C57BL","Early adult","M-G-P_016_001_006","Mean-corpuscular-haemoglobin",0.5245869
"047f1o509yhpcwy","MGI:2142651","Prmt9","C57BL","Early adult","JAX_OFD_014_001","Center distance travelled",0.4234997
"048ns8052o2sm33","MGI:1859638","Pqbp1","C57BL","E9.5","IMPC_GEL_063_001","Delayed embryonic development",0.9598147
"048sq25uaoy27hx","MGI:2140300","Myorg","C57BL","Early adult","IMPC_CBC_009_001","Calcium",0.8931657
"048t938bd722z3n","MGI:2147134","Fbxo11","C3H","Early adult","IMPC_GEO_063_001","Craniofacial morphology",0.4572138
"04947gfyxq46d69","MGI:1919762","Sting1","C57BL","Early adult","IMPC_EYE_006_001","Narrow eye opening",0.294425
"0494j9jjls522o5","MGI:2147134","Fbxo11","C3H","Early adult","IMPC_ECG_031_001","Abnormal ECG detected",0.3889488
"049hqq6i706o668","MGI:1341881","Syngr3","C57BL","Late adult","IMPC_CSD_062_001","Skin texture - whole body",0.4817413
"049l1o37768qii2","MGI:1298378","Dhcr7","C57BL","E15.5","IMPC_EYE_059_001","Mean right eye lens density",0.3705143
"049pc1w8d260j21","MGI:99953","Gja8","C57BL","Early adult","M-G-P_005_001_006","Body Length",0.3141521
"049w8wfxd090689","MGI:1858419","Bysl","C57BL","Early adult","IMPC_GEO_069_001","Delayed embryonic development",0.5126896
"04d4f109l5wuikk","MGI:1298378","Dhcr7","C57BL","E15.5","IMPC_OFD_007_001","Whole arena resting time",0.4810648
"04d5k51157d7ey5","MGI:1915814","Nufip2","C57BL","E9.5","ESLIM_011_001_704","Prepulse inhibition - PP4",0.5412243
"04e2261522d303e","MGI:1915956","Rgp1","C57BL","E12.5","M-G-P_026_001_012","Incisor",0.2591071
"04fff2n0m7m2m5b","MGI:1915087","Tiprl","C57BL","Early adult","M-G-P_004_001_001","Body Weight",0.8597605
"04g1q90x4c6zdk3","MGI:2442920","Rab11fip4","C57BL","Early adult","IMPC_GEL_060_001","Neural tube morphology",0.4066097
"04h01w20v188ssb","MGI:98495","Tbx3","C57BL","E9.5","IMPC_FEA_015_001","Cue Baseline % Freezing Time",0.9891033
"04i56aeek21u60m","MGI:1858696","Copg1","C57BL","early adult","IMPC_GEP_034_001","Skin Appearance",0.8429612
"04i76ncz16ngaj6","MGI:2147679","Patl1","C57BL","E12.5","IMPC_CBC_012_001","Aspartate aminotransferase",0.1069677
"04icqcc5strx5r2","MGI:1915087","Tiprl","C57BL","Early adult","IMPC_HEM_002_001","Red blood cell count",0.5274034
"04kdp988po1394l","MGI:1921398","Cluh","C57BL","Early adult","ESLIM_016_001_008","Platelets count",0.7822309
"04ksq2lm6mt760e","MGI:103227","Cmah","C57BL","Early adult","GMC_923_001_001","Body weight",0.2085048
"04lrx6v839q7676","MGI:1915087","Tiprl","C57BL","E12.5","IMPC_EYE_069_001","Left inner nuclear layer",0.6674352
"04ms68h0nb30j10","MGI:96546","Il1r2","C57BL","Early adult","IMPC_CSD_078_001","Vocalization",0.7157858
"04n07653d2tz0k9","MGI:2182543","Grhl2","C57BL","E9.5","CCP_XRY_025_001","Tibia",0.5856392
"04n3a239niqu0sh","MGI:2442233","Arhgef9","C57BL","Early adult","impc_cbc_001_001","Sodium",0.2394957
"04n4r973f36n08y","MGI:96546","Il1r2","C57BL","Early adult","ESLIM_011_001_705","Global prepulse inhibition",0.7207689
"04nvmhp0ys06u36","MGI:2147679","Patl1","C57BL","E12.5","MGP_CSD_023_001","Dorsal coat/hair appearance",0.8964302
"04oic72935r299s","MGI:2182543","Grhl2","C57BL","E9.5","M-G-P_012_001_005","Body Weight",0.1926327
"04po7iux227usa2","MGI:1914162","Bzw2","C57BL","Early adult","IMPC_GEO_063_001","Craniofacial morphology",0.8819337
"04pz8sw23c6t7s1","MGI:1915087","Tiprl","C57BL","E9.5","IMPC_HEM_004_001","Hematocrit",0.9784912
"04q0apfa75x5y70","MGI:2444418","Scara3","C57BL","Early adult","IMPC_FEA_003_001","Conditioning Baseline % Freezing Time",0.9648567
"04q272h72sd7664","MGI:2675296","Crebzf","C57BL","Early adult","JAX_PLC_004_001","Glucose",0.2834321
