impcParameterOrigId,name,description,parameterId
73198, Stomach, , IMPC_EMA_125_001
73199, Pyloric antrum, , IMPC_EMA_126_001
73200, Stomach fundus, , IMPC_EMA_127_001
73201, Stomach lumen, , IMPC_EMA_128_001
73202, Small intestine, , IMPC_EMA_129_001
73203, Hindgut, , IMPC_EMA_130_001
73204, Midgut, , IMPC_EMA_131_001
73205, Hip joint, , IMPC_EMA_132_001
73206, Femur, , IMPC_EMA_133_001
73207, Fibula, , IMPC_EMA_134_001
73208, Tibia, , IMPC_EMA_135_001
73209, Adrenal gland, , IMPC_EMA_136_001
73210, Kidney, , IMPC_EMA_137_001
73211, Renal calyx, , IMPC_EMA_138_001
73212, Bladder, , IMPC_EMA_139_001
73213, Rectum, , IMPC_EMA_140_001
73214, Spleen, , IMPC_EMA_141_001
73215, Ovary, , IMPC_EMA_142_001
73216, Testes, , IMPC_EMA_143_001
73217, Penis, , IMPC_EMA_144_001
73218, Circumventricular organ, , IMPC_EMA_145_001
73219, Hyoid, , IMPC_EMA_146_001
73220, Severely dysmorphic, , IMPC_EMA_147_001
73221, Delayed embryonic development, , IMPC_EMA_148_001
73222, Annotator ID, , IMPC_EMA_149_001
73223, Date of Annotation, , IMPC_EMA_150_001
17722, Response amplitude - BN, response_amplitude_bn, IMPC_ACS_001_001
17723, Response amplitude - PP1, response_amplitude_pp1, IMPC_ACS_002_001
17724, Response amplitude - PP2, response_amplitude_pp2, IMPC_ACS_003_001
17725, Response amplitude - PP3, response_amplitude_pp3, IMPC_ACS_004_001
17726, Response amplitude - PP4, response_amplitude_pp4, IMPC_ACS_005_001
17727, Response amplitude - S, response_amplitude_s, IMPC_ACS_006_001
17728, Response amplitude - PP1_S, response_amplitude_pp1_s, IMPC_ACS_007_001
17729, Response amplitude - PP2_S, response_amplitude_pp2_s, IMPC_ACS_008_001
17730, Response amplitude - PP3_S, response_amplitude_pp3_s, IMPC_ACS_009_001
17731, Response amplitude - PP4_S, response_amplitude_pp4_s, IMPC_ACS_010_001
17732, Light level in chamber, light_level_in_chamber, IMPC_ACS_011_001
17733, Date and time, date_and_time, IMPC_ACS_012_001
17734, Experimenter ID, experimenter, IMPC_ACS_014_001
17735, Startle stimulus, startle_pulse, IMPC_ACS_015_001
17736, Background noise, background_noise, IMPC_ACS_016_001
17737, Pre-pulse stimulus 1, pre_pulse_stimulus_1, IMPC_ACS_017_001
17738, Pre-pulse stimulus 2, pre_pulse_stimulus_2, IMPC_ACS_018_001
17739, Pre-pulse stimulus 3, pre_pulse_stimulus_3, IMPC_ACS_019_001
17740, Pre-pulse stimulus 4, pre_pulse_stimulus_4, IMPC_ACS_020_001
17741, Inter-trial interval, inter_trial_interval, IMPC_ACS_021_001
17742, Number of trials, number_of_trials, IMPC_ACS_022_001
17743, In-chamber adapt time, in_chamber_adapt_time, IMPC_ACS_023_001
17744, Stimulus order, stimulus_order, IMPC_ACS_024_001
17745, Mouse chamber ID, mouse_chamber_id, IMPC_ACS_025_001
17746, Equipment ID, equipment_name, IMPC_ACS_026_001
17747, Equipment manufacturer, equipment_manufacturer, IMPC_ACS_027_001
17748, Equipment model, equipment_model, IMPC_ACS_028_001
17749, Software version, software_version, IMPC_ACS_029_001
17750, Mouse chamber dimension, mouse_chamber_dimension, IMPC_ACS_030_001
17751, Sound generator manufacturer, sound_generator, IMPC_ACS_031_001
17752, Sound-proof box dimension, sound_proof_box_dimension, IMPC_ACS_032_001
17753, % Pre-pulse inhibition - PPI1, _pre_pulse_inhibition_pp1, IMPC_ACS_033_001
17754, % Pre-pulse inhibition - PPI2, _pre_pulse_inhibition_pp2, IMPC_ACS_034_001
17755, % Pre-pulse inhibition - PPI3, _pre_pulse_inhibition_pp3, IMPC_ACS_035_001
17756, % Pre-pulse inhibition - PPI4, _pre_pulse_inhibition_pp4, IMPC_ACS_036_001
17757, % Pre-pulse inhibition - Global, _pre_pulse_inhibition_global, IMPC_ACS_037_001
17758, Date equipment last calibrated, , IMPC_ACS_038_001
17759, Inter PP-S stimulus interval, , IMPC_ACS_013_001
17760, Sound generator model, , IMPC_ACS_039_001
89737, Number of signals, , IMPC_ECG_001_001
89738, HR, NA, IMPC_ECG_002_001
89739, CV, , IMPC_ECG_003_001
89740, RR, , IMPC_ECG_004_001
89741, PQ, , IMPC_ECG_005_001
89742, PR, , IMPC_ECG_006_001
89743, QRS, , IMPC_ECG_007_001
89744, ST, , IMPC_ECG_008_001
89745, HRV, , IMPC_ECG_010_001
89747, Mean SR amplitude, NA, IMPC_ECG_012_001
89748, Mean R amplitude, NA, IMPC_ECG_013_001
89749, rMSSD, , IMPC_ECG_014_001
89750, pNN5(6>ms), NA, IMPC_ECG_015_001
89751, Equipment ID, , IMPC_ECG_016_001
89752, Equipment Manufacturer, , IMPC_ECG_017_001
89753, Equipment Model, , IMPC_ECG_018_001
89754, Anesthetic, , IMPC_ECG_019_001
89755, Experimenter ID, , IMPC_ECG_020_001
89756, Noise level, , IMPC_ECG_021_001
89757, Light level, , IMPC_ECG_022_001
89758, Date equipment last calibrated, , IMPC_ECG_023_001
89759, QTc, , IMPC_ECG_009_002
89760, Analysis Software, NA, IMPC_ECG_024_001
89761, Waveform Image, , IMPC_ECG_025_001
89762, Waveform Image Comment, Free text comment on the waveform image. Use parameterAssociation of the image parameter to link to this text., IMPC_ECG_026_001
89763, Lead Configuration, , IMPC_ECG_027_001
89764, QT, , IMPC_ECG_028_001
89765, QT Dispersion, , IMPC_ECG_029_001
90855, Data acquisition sampling rate, , IMPC_ECG_030_001
90856, Abnormal ECG detected, , IMPC_ECG_031_001
36937, Brain, brain, IMPC_PAT_001_002
36938, Eye with optic nerve, eye_with_optic_nerve, IMPC_PAT_002_002
36939, Spinal cord, spinal_cord, IMPC_PAT_003_002
36940, Thymus, thymus, IMPC_PAT_004_002
36941, Thyroid, thyroid, IMPC_PAT_005_002
36942, Heart, heart, IMPC_PAT_006_002
36943, Trachea, trachea, IMPC_PAT_007_002
36944, Esophagus, esophagus, IMPC_PAT_008_002
36945, Lung, lung, IMPC_PAT_009_002
36946, Liver, liver, IMPC_PAT_010_002
36947, Gall bladder, gall_bladder, IMPC_PAT_011_002
36948, Stomach, stomach, IMPC_PAT_012_002
36949, Small intestine, small_intestine, IMPC_PAT_013_002
36950, Large intestine, large_intestine, IMPC_PAT_014_002
36951, Pancreas, pancreas, IMPC_PAT_015_002
36952, Spleen, spleen, IMPC_PAT_016_002
36953, Kidney, kidney, IMPC_PAT_017_002
36954, Adrenal gland, adrenal_gland, IMPC_PAT_018_002
36955, Mammary gland, mammary_gland, IMPC_PAT_019_002
36956, Lymph node, lymph_node, IMPC_PAT_020_002
36957, Skin, skin, IMPC_PAT_021_002
36958, Skeletal muscle, skeletal_muscle, IMPC_PAT_022_002
36959, Urinary bladder, urinary_bladder, IMPC_PAT_023_002
36960, Testes, testes, IMPC_PAT_024_002
36961, Epididymis, epididymis, IMPC_PAT_025_002
36962, Prostate, prostate, IMPC_PAT_026_002
36963, Seminal vesicle, seminal_vesicles, IMPC_PAT_027_002
36964, Ovary, ovary, IMPC_PAT_028_002
36965, Uterus, uterus, IMPC_PAT_029_002
36966, Body Weight, body_weight, IMPC_PAT_049_002
36967, Images, images, IMPC_PAT_057_002
36968, Comments (in English), General comments in English, IMPC_PAT_032_002
36969, Experimenter ID, experimenter, IMPC_PAT_052_002
36970, Method of sacrifice, sacrifice, IMPC_PAT_054_002
36971, Method of Blood Collection, blood_collection, IMPC_PAT_055_002
36972, Equipment ID, equipment_name, IMPC_PAT_056_002
36973, Fixative, fixative, IMPC_PAT_058_002
36974, Date equipment last calibrated, , IMPC_PAT_059_002
36975, Equipment manufacturer, , IMPC_PAT_060_002
36976, Equipment model, , IMPC_PAT_061_002
36977, Date of sacrifice, , IMPC_PAT_030_002
36978, ID for sample banking protocol, ID for center-specific cassette processing protocol, IMPC_PAT_031_002
36979, Balance manufacturer, NA, IMPC_PAT_033_001
36980, Balance model, NA, IMPC_PAT_034_001
36981, Camera resolution, NA, IMPC_PAT_035_001
36982, Eye fixative, NA, IMPC_PAT_036_001
36983, Salivary gland, NA, IMPC_PAT_062_001
36984, Sternum, NA, IMPC_PAT_063_001
36985, Femur, NA, IMPC_PAT_064_001
36986, Bone marrow, NA, IMPC_PAT_065_001
36987, Brown fat, NA, IMPC_PAT_066_001
36988, Tibia, NA, IMPC_PAT_067_001
36989, Knee joint, NA, IMPC_PAT_068_001
36990, Trigeminal V nerve, NA, IMPC_PAT_069_001
36991, Nasal cavity, NA, IMPC_PAT_070_001
36992, Ear, NA, IMPC_PAT_071_001
36993, Tooth, NA, IMPC_PAT_072_001
36994, Tongue, NA, IMPC_PAT_073_001
36995, Sciatic nerve, NA, IMPC_PAT_074_001
36996, Bone, NA, IMPC_PAT_075_001
36997, Tissue available for distribution, Are there tissue blocks available for distribution?, IMPC_PAT_076_001
28488, Number of signals, , IMPC_ECG_001_001
28489, HR, NA, IMPC_ECG_002_001
28490, CV, , IMPC_ECG_003_001
28491, RR, , IMPC_ECG_004_001
28492, PQ, , IMPC_ECG_005_001
28493, PR, , IMPC_ECG_006_001
28494, QRS, , IMPC_ECG_007_001
28495, ST, , IMPC_ECG_008_001
28496, QTc, , IMPC_ECG_009_001
28497, HRV, , IMPC_ECG_010_001
28498, QTc Dispersion, , IMPC_ECG_011_001
28499, Mean SR amplitude, NA, IMPC_ECG_012_001
28500, Mean R amplitude, NA, IMPC_ECG_013_001
28501, rMSSD, , IMPC_ECG_014_001
28502, pNN5(6>ms), NA, IMPC_ECG_015_001
28503, Equipment ID, , IMPC_ECG_016_001
28504, Equipment Manufacturer, , IMPC_ECG_017_001
28505, Equipment Model, , IMPC_ECG_018_001
28506, Anesthetic, , IMPC_ECG_019_001
28507, Experimenter ID, , IMPC_ECG_020_001
28508, Noise level, , IMPC_ECG_021_001
28509, Light level, , IMPC_ECG_022_001
28510, Date equipment last calibrated, , IMPC_ECG_023_001
28511, Analysis Software, NA, IMPC_ECG_024_001
28512, Waveform Image, , IMPC_ECG_025_001
28513, Waveform Image Comment, Free text comment on the waveform image. Use parameterAssociation of the image parameter to link to this text., IMPC_ECG_026_001
7636, Population average, , IMPC_MAA_001_001
7637, T-statistics determinents, , IMPC_MAA_002_001
7638, T-statistics intensities, , IMPC_MAA_003_001
7639, FDR thresholds for determinents, NA, IMPC_MAA_004_001
7640, FDR thresholds for intensities, NA, IMPC_MAA_005_001
7641, Used WT specimen names, NA, IMPC_MAA_006_001
7642, Used MUT specimen names, NA, IMPC_MAA_007_001
7643, Version of pydpiper, NA, IMPC_MAA_008_001
7644, Data analysis finished, NA, IMPC_MAA_009_001
45446, Pericardium Morphology, pericardium_morphology, IMPC_GEM_007_001
45447, Visceral yolk sac morphology, visceral_yolk_sac_morphology, IMPC_GEM_017_001
45448, Embryo Size, embryo_size, IMPC_GEM_019_001
45449, Ear Morphology, abnormal_ear_morphology, IMPC_GEM_021_001
45450, Skin Appearance, skin_appearance, IMPC_GEM_024_001
45451, Limb Bud Morphology, limb_bud_morphology, IMPC_GEM_027_001
45452, Limb Plate Morphology, limb_plate_morphology, IMPC_GEM_028_001
45453, Tail Morphology, tail_morphology, IMPC_GEM_029_001
45454, Liver Size, liver_size, IMPC_GEM_032_001
45455, Neural Tube Closure, neural_tube_closure, IMPC_GEM_036_001
45456, Eye Morphology, eye_morphology, IMPC_GEM_041_001
45457, Head shape, head_shape, IMPC_GEM_047_001
45458, Comment on image, comment_on_image, IMPC_GEM_048_001
45459, Images, images, IMPC_GEM_049_001
45460, Experimenter ID, experimenter_id, IMPC_GEM_050_001
45461, Equipment ID, equipment_id, IMPC_GEM_051_001
45462, Equipment Manufacturer, equipment_manufacturer, IMPC_GEM_052_001
45463, Equipment Model, equipment_model, IMPC_GEM_053_001
45464, Fixative, fixative, IMPC_GEM_054_001
45465, Time of Dissection, time_of_dissection, IMPC_GEM_055_001
45466, Somite Stage, somite_stage, IMPC_GEM_056_001
45467, Time of dark cycle start, time_of_dark_cycle_start, IMPC_GEM_057_001
45468, Time of dark cycle end, time_of_dark_cycle_end, IMPC_GEM_058_001
45469, Date equipment last calibrated, date_equipment_last_calibrated, IMPC_GEM_059_001
45470, Pale yolk sac, pale_yolk_sac, IMPC_GEM_016_002
45471, Pallor, pallor, IMPC_GEM_025_002
45472, Blebs, blebs, IMPC_GEM_026_002
45473, Pale Liver, pale_liver, IMPC_GEM_033_002
45474, Microphthalmia, microphthalmia, IMPC_GEM_043_002
45475, Anophthalmia, anophthalmia, IMPC_GEM_044_002
45476, Severely Dysmorphic, NA, IMPC_GEM_060_001
45477, Abdominal wall, NA, IMPC_GEM_061_001
45478, Craniofacial morphology, NA, IMPC_GEM_062_001
45479, Facial cleft, NA, IMPC_GEM_063_001
45480, Facial hypoplasia, NA, IMPC_GEM_064_001
45481, Heart looping, NA, IMPC_GEM_065_001
45482, Heart morphology, NA, IMPC_GEM_066_001
45483, Left-right axis patterning, NA, IMPC_GEM_067_001
45484, Forebrain morphology, NA, IMPC_GEM_068_001
45485, Hindbrain morphology, NA, IMPC_GEM_069_001
45486, Midbrain morphology, NA, IMPC_GEM_070_001
45487, Microcephaly, NA, IMPC_GEM_071_001
45488, Rostal-caudal patterning, NA, IMPC_GEM_072_001
45489, Vascular morphology, NA, IMPC_GEM_073_001
45490, CRL, NA, IMPC_GEM_074_001
45491, Delayed embryonic development, NA, IMPC_GEM_075_001
45492, Edema, NA, IMPC_GEM_076_001
45493, Hemorrhage, NA, IMPC_GEM_077_001
45494, Polydactyly, NA, IMPC_GEM_078_001
90846, Exencephaly, exencephaly, IMPC_GEM_079_001
18100, Body weight before experiment, body_weight_before_experiment, IMPC_CAL_001_001
18101, Body weight after experiment, body_weight_after_experiment, IMPC_CAL_002_001
18102, Oxygen consumption, oxygen_consumption, IMPC_CAL_003_001
18103, Carbon dioxide production, carbon_dioxide_production, IMPC_CAL_004_001
18104, Heat production (metabolic rate), heat_production_metabolic_rate_, IMPC_CAL_005_001
18105, Ambulatory activity  (no. of beam cuts), ambulatory_activity_no_of_beam_cuts_, IMPC_CAL_006_001
18106, Total activity  (no. of fine movement + no. of beam cuts), total_activity_no_of_fine_movement_no_of_beam_cuts_, IMPC_CAL_007_001
18107, Total food intake, total_food_intake, IMPC_CAL_008_001
18108, Cumulative food intake, cumulative_food_intake, IMPC_CAL_009_001
18109, Time of dark cycle start, The starting time of the dark cycle. E.g. 7 p.m. , IMPC_CAL_010_001
18110, Room temperature, room_temperature, IMPC_CAL_011_001
18111, Acclimation to respirometry cages, acclimation_to_respirometry_cages, IMPC_CAL_012_001
18112, Duration of test, duration_of_test, IMPC_CAL_013_001
18113, Equipment ID, equipment_name, IMPC_CAL_014_001
18114, Equipment manufacturer, equipment_manufacturer, IMPC_CAL_015_001
18115, Equipment model, equipment, IMPC_CAL_016_001
18116, Respiratory Exchange Ratio, respiratory_exchange_ratio, IMPC_CAL_017_001
18117, Experimenter ID, , IMPC_CAL_018_001
18118, Date equipment last calibrated, , IMPC_CAL_019_001
18119, Time of dark cycle end, The ending time of the dark cycle. E.g. 7 a.m. , IMPC_CAL_020_001
18120, Total water intake, , IMPC_CAL_021_001
18121, Cumulative water intake, , IMPC_CAL_022_001
28674, End-Systolic Diameter, , IMPC_ECH_001_001
28675, End-Diastolic Diameter, , IMPC_ECH_002_001
28676, Stroke Volume, , IMPC_ECH_003_001
28677, Ejection Fraction, , IMPC_ECH_004_001
28678, Fractional Shortening, , IMPC_ECH_005_001
28679, Cardiac Output, , IMPC_ECH_006_001
28680, LVAWd, , IMPC_ECH_007_001
28681, LVIDd, , IMPC_ECH_008_001
28682, LVPWd, , IMPC_ECH_009_001
28683, LVAWs, , IMPC_ECH_010_001
28684, LVIDs, , IMPC_ECH_011_001
28685, LVPWs, , IMPC_ECH_012_001
28686, HR, NA, IMPC_ECH_013_001
28687, Body Temp, , IMPC_ECH_014_001
28688, VTI of aortic flow (Pulse wave doppler mode), , IMPC_ECH_015_001
28689, Aortic diameter (Dao), , IMPC_ECH_016_001
28690, Tpeak Tend Interval, , IMPC_ECH_017_001
28691, Respiration Rate, , IMPC_ECH_018_001
28692, Equipment ID, , IMPC_ECH_019_001
28693, Equipment Manufacturer, , IMPC_ECH_020_001
28694, Equipment Model, , IMPC_ECH_021_001
28695, Anesthetic, , IMPC_ECH_022_001
28696, Experimenter ID, , IMPC_ECH_023_001
28697, Date equipment last calibrated, , IMPC_ECH_024_001
28698, M-Mode Images, , IMPC_ECH_025_001
37378, Sodium, sodium, IMPC_CBC_001_001
37379, Potassium, potassium, IMPC_CBC_002_001
37380, Chloride, chloride, IMPC_CBC_003_001
37381, Urea (Blood Urea Nitrogen - BUN), urea, IMPC_CBC_004_001
37382, Creatinine, creatinine_enzymatic_method_preferred_, IMPC_CBC_005_001
37383, Total protein, total_protein, IMPC_CBC_006_001
37384, Albumin, albumin, IMPC_CBC_007_001
37385, Total bilirubin, total_bilirubin, IMPC_CBC_008_001
37386, Calcium, calcium, IMPC_CBC_009_001
37387, Phosphorus, phosphate, IMPC_CBC_010_001
37388, Iron, iron, IMPC_CBC_011_001
37389, Aspartate aminotransferase, aspartate_aminotransferase, IMPC_CBC_012_001
37390, Alanine aminotransferase, alanine_aminotransferase, IMPC_CBC_013_001
37391, Alkaline phosphatase, alkaline_phosphatase, IMPC_CBC_014_001
37392, Total cholesterol, total_cholesterol, IMPC_CBC_015_001
37393, HDL-cholesterol, hdl_cholesterol, IMPC_CBC_016_001
37394, Triglycerides, triglycerides, IMPC_CBC_017_001
37395, Glucose, glucose, IMPC_CBC_018_001
37396, LIH (Hemolysis Severity - available on AU analysers), lih_hemolysis_severity_available_on_au_analysers_, IMPC_CBC_019_001
37397, Fructosamine, fructosamine, IMPC_CBC_020_001
37398, Lipase, lipase, IMPC_CBC_021_001
37399, Lactate dehydrogenase, lactate_dehydrogenase, IMPC_CBC_022_001
37400, Alpha-amylase, alpha_amylase, IMPC_CBC_023_001
37401, UIBC (unsaturated iron binding capacity), uibc_unsaturated_iron_binding_capacity_, IMPC_CBC_024_001
37402, LDL-cholesterol, ldl_cholesterol, IMPC_CBC_025_001
37403, Free fatty acids, free_fatty_acids, IMPC_CBC_026_001
37404, Glycerol, glycerol, IMPC_CBC_027_001
37405, Creatine kinase, creatine_kinase, IMPC_CBC_028_001
37406, Uric acid, uric_acid, IMPC_CBC_029_001
37407, Ferritin, ferritin, IMPC_CBC_030_001
37408, Transferrin, transferrin, IMPC_CBC_031_001
37409, C-reactive protein, c_reactive_protein, IMPC_CBC_032_001
37410, Equipment ID, equipment_name, IMPC_CBC_033_001
37411, Equipment manufacturer, equipment_manufacturer, IMPC_CBC_034_001
37412, Equipment model, equipment_model, IMPC_CBC_035_001
37413, Anesthesia used for blood collection, anesthesia_used_for_blood_collection, IMPC_CBC_036_001
37414, Method of blood collection, method_of_blood_collection, IMPC_CBC_037_001
37415, Anticoagulant, anticoagulant, IMPC_CBC_038_001
37416, Samples kept on ice between collection and analysis, samples_kept_on_ice_between_collection_and_analysis, IMPC_CBC_042_001
37417, Sample status, sample_status, IMPC_CBC_043_001
37418, Sample dilution, plasma_dilution, IMPC_CBC_044_001
37419, ID of blood collection SOP, id_of_blood_collection_sop, IMPC_CBC_045_001
37420, Date and time of blood collection, date_and_time_of_blood_collection, IMPC_CBC_046_001
37421, Hemolysis status, hemolysis_status, IMPC_CBC_048_001
37422, Blood collection experimenter ID, , IMPC_CBC_049_001
37423, Date equipment last calibrated, , IMPC_CBC_050_001
37424, Blood collection tubes, , IMPC_CBC_039_001
37425, Date and time of sacrifice, , IMPC_CBC_040_001
37426, Storage temperature from blood collection till measurement, , IMPC_CBC_041_001
37427, Blood analysis experimenter ID, , IMPC_CBC_051_001
37428, Glycosilated hemoglobin A1c (HbA1c), , IMPC_CBC_052_001
37429, Thyroxine, , IMPC_CBC_053_001
37430, Magnesium, NA, IMPC_CBC_054_001
37431, Difficult bleed, , IMPC_CBC_055_001
37432, Sample type, , IMPC_CBC_056_001
37433, Fasting, , IMPC_CBC_057_001
37434, Cholesterol ratio, TC/HDLC ratio, IMPC_CBC_058_001
37435, Reagent manufacturer, NA, IMPC_CBC_059_001
45824, Heart Morphology, heart_morphology, IMPC_GEO_008_001
45825, Blood Vessel Morphology, blood_vessel_morphology, IMPC_GEO_011_001
45826, Head shape, head_shape, IMPC_GEO_015_001
45827, Head size, head_size, IMPC_GEO_016_001
45828, Embryo Size, embryo_size, IMPC_GEO_019_001
45829, Ear Morphology, abnormal_ear_morphology, IMPC_GEO_022_001
45830, Vibrissa Morphology, vibrissa_morphology, IMPC_GEO_028_001
45831, Skin Appearance, skin_appearance, IMPC_GEO_029_001
45832, Skin Coloration, skin_coloration, IMPC_GEO_030_001
45833, Tail Morphology, tail_morphology, IMPC_GEO_033_001
